Term,Description,AllParent,AllChild,SigInParent,SigInChild,Exp,p,adjP,FDR
GO:0072594,establishment of protein local...,1006,287,10,3, 2.85,0.917548,1.000,1.000
GO:0070925,organelle assembly,2143,339,20,3, 3.17,0.919685,1.000,1.000
GO:0001775,cell activation,6632,442,72,5, 4.80,0.923758,1.000,1.000
GO:0009891,positive regulation of biosynt...,3550,972,32,9, 8.76,0.924395,1.000,1.000
GO:1902680,positive regulation of RNA bio...,1918,790,15,6, 6.18,0.925187,1.000,1.000
GO:0050804,modulation of synaptic transmi...,1623,127,24,2, 1.88,0.925587,1.000,1.000
GO:0048858,cell projection morphogenesis,871,452,6,3, 3.11,0.925768,1.000,1.000
GO:0046578,regulation of Ras protein sign...,205,133,6,4, 3.89,0.925800,1.000,1.000
GO:0009617,response to bacterium,411,215,4,2, 2.09,0.925922,1.000,1.000
GO:0050776,regulation of immune response,2085,320,25,4, 3.83,0.927477,1.000,1.000
GO:0016569,chromatin modification,2208,245,17,2, 1.89,0.929792,1.000,1.000
GO:0036211,protein modification process,3177,2045,23,15,14.80,0.932044,1.000,1.000
GO:0071772,response to BMP,704,93,16,2, 2.12,0.932375,1.000,1.000
GO:0032989,cellular component morphogenesis,4123,707,42,7, 7.20,0.933748,1.000,1.000
GO:0071773,cellular response to BMP stimulus,619,93,14,2, 2.11,0.937658,1.000,1.000
GO:0098609,cell-cell adhesion,740,472,8,5, 5.10,0.939458,1.000,1.000
GO:0031327,negative regulation of cellula...,3351,699,28,6, 5.84,0.940670,1.000,1.000
GO:0009792,embryo development ending in b...,640,392,8,5, 4.90,0.941789,1.000,1.000
GO:0043087,regulation of GTPase activity,571,237,7,3, 2.90,0.941820,1.000,1.000
GO:0010628,positive regulation of gene ex...,3080,946,20,6, 6.14,0.944617,1.000,1.000
GO:0006897,endocytosis,598,259,9,4, 3.90,0.944880,1.000,1.000
GO:0051049,regulation of transport,2742,898,30,10, 9.82,0.945407,1.000,1.000
GO:0030163,protein catabolic process,3183,396,25,3, 3.11,0.946516,1.000,1.000
GO:0010556,regulation of macromolecule bi...,3528,1912,28,15,15.18,0.946988,1.000,1.000
GO:0006163,purine nucleotide metabolic pr...,322,246,4,3, 3.06,0.947204,1.000,1.000
GO:0001944,vasculature development,2274,368,24,4, 3.88,0.948425,1.000,1.000
GO:0048871,multicellular organismal homeo...,3347,183,35,2, 1.91,0.948547,1.000,1.000
GO:0006887,exocytosis,838,134,12,2, 1.92,0.948677,1.000,1.000
GO:0031328,positive regulation of cellula...,3413,959,29,8, 8.15,0.950856,1.000,1.000
GO:0071705,nitrogen compound transport,2398,290,24,3, 2.90,0.951044,1.000,1.000
GO:0006351,"transcription, DNA-templated",3031,1712,21,12,11.86,0.951198,1.000,1.000
GO:0023061,signal release,764,171,13,3, 2.91,0.951669,1.000,1.000
GO:0051222,positive regulation of protein...,977,253,8,2, 2.07,0.953702,1.000,1.000
GO:0001501,skeletal system development,2274,293,24,3, 3.09,0.954894,1.000,1.000
GO:0006873,cellular ion homeostasis,340,223,6,4, 3.93,0.955266,1.000,1.000
GO:0008284,positive regulation of cell pr...,2775,405,28,4, 4.09,0.962889,1.000,1.000
GO:0001816,cytokine production,3058,363,33,4, 3.92,0.964291,1.000,1.000
GO:0035295,tube development,2815,383,30,4, 4.08,0.965110,1.000,1.000
GO:0070838,divalent metal ion transport,404,206,4,2, 2.04,0.968247,1.000,1.000
GO:0045184,establishment of protein local...,2724,885,28,9, 9.10,0.968643,1.000,1.000
GO:0030029,actin filament-based process,6632,375,72,4, 4.07,0.970873,1.000,1.000
GO:0009889,regulation of biosynthetic pro...,4051,2014,34,17,16.90,0.973478,1.000,1.000
GO:0043067,regulation of programmed cell ...,872,694,11,11, 8.73,0.974146,1.000,1.000
GO:0055074,calcium ion homeostasis,234,158,3,2, 2.03,0.974620,1.000,1.000
GO:0048705,skeletal system morphogenesis,679,148,9,2, 1.96,0.975173,1.000,1.000
GO:0070371,ERK1 and ERK2 cascade,379,143,3,3, 1.12,0.976382,1.000,1.000
GO:0001819,positive regulation of cytokin...,900,221,8,2, 1.96,0.976597,1.000,1.000
GO:0090596,sensory organ morphogenesis,700,172,8,2, 1.97,0.977408,1.000,1.000
GO:0006605,protein targeting,502,295,3,3, 1.76,0.977738,1.000,1.000
GO:0048878,chemical homeostasis,814,470,7,7, 4.02,0.977856,1.000,1.000
GO:0043933,macromolecular complex subunit...,3078,1051,32,11,10.93,0.978049,1.000,1.000
GO:0007389,pattern specification process,3058,274,33,3, 2.96,0.978897,1.000,1.000
GO:0009913,epidermal cell differentiation,371,96,2,2, 0.51,0.980011,1.000,1.000
GO:0051640,organelle localization,1218,218,11,2, 1.97,0.980334,1.000,1.000
GO:0042113,B cell activation,327,120,2,2, 0.73,0.980664,1.000,1.000
GO:0046651,lymphocyte proliferation,327,140,2,2, 0.85,0.980994,1.000,1.000
GO:0006898,receptor-mediated endocytosis,259,131,4,2, 2.02,0.981373,1.000,1.000
GO:0043161,proteasome-mediated ubiquitin-...,278,143,2,2, 1.02,0.981438,1.000,1.000
GO:0032446,protein modification by small ...,450,380,5,5, 4.21,0.982977,1.000,1.000
GO:0051146,striated muscle cell different...,208,141,4,4, 2.69,0.983718,1.000,1.000
GO:0016241,regulation of macroautophagy,245,54,3,3, 0.63,0.983966,1.000,1.000
GO:0070374,positive regulation of ERK1 an...,281,92,3,3, 0.96,0.984505,1.000,1.000
GO:0071103,DNA conformation change,297,106,3,3, 1.05,0.984634,1.000,1.000
GO:0012501,programmed cell death,886,830,11,11,10.30,0.984690,1.000,1.000
GO:0070372,regulation of ERK1 and ERK2 ca...,347,133,3,3, 1.13,0.984747,1.000,1.000
GO:0015698,inorganic anion transport,194,81,3,3, 1.23,0.984868,1.000,1.000
GO:0042886,amide transport,290,124,3,3, 1.26,0.984920,1.000,1.000
GO:0016236,macroautophagy,272,185,3,3, 2.03,0.985921,1.000,1.000
GO:0046879,hormone secretion,175,124,3,3, 2.11,0.986040,1.000,1.000
GO:0072358,cardiovascular system development,2274,376,24,4, 3.97,0.986046,1.000,1.000
GO:0044060,regulation of endocrine process,232,22,2,2, 0.17,0.986109,1.000,1.000
GO:0001954,positive regulation of cell-ma...,156,25,2,2, 0.30,0.986583,1.000,1.000
GO:0032729,positive regulation of interfe...,232,45,2,2, 0.37,0.986792,1.000,1.000
GO:0042100,B cell proliferation,208,44,2,2, 0.41,0.986876,1.000,1.000
GO:0044839,cell cycle G2/M phase transition,197,61,2,2, 0.61,0.987285,1.000,1.000
GO:1900371,regulation of purine nucleotid...,157,51,2,2, 0.63,0.987334,1.000,1.000
GO:0001656,metanephros development,175,60,2,2, 0.67,0.987401,1.000,1.000
GO:0001952,regulation of cell-matrix adhe...,170,60,2,2, 0.69,0.987436,1.000,1.000
GO:0006171,cAMP biosynthetic process,131,48,2,2, 0.71,0.987474,1.000,1.000
GO:0006112,energy reserve metabolic process,103,39,2,2, 0.73,0.987507,1.000,1.000
GO:0051648,vesicle localization,218,82,2,2, 0.74,0.987521,1.000,1.000
GO:0032092,positive regulation of protein...,140,54,2,2, 0.75,0.987542,1.000,1.000
GO:0009190,cyclic nucleotide biosynthetic...,179,70,2,2, 0.77,0.987566,1.000,1.000
GO:0030838,positive regulation of actin f...,145,62,2,2, 0.84,0.987680,1.000,1.000
GO:0030814,regulation of cAMP metabolic p...,100,48,2,2, 0.94,0.987837,1.000,1.000
GO:0030799,regulation of cyclic nucleotid...,119,60,2,2, 0.99,0.987919,1.000,1.000
GO:0052652,cyclic purine nucleotide metab...,125,67,2,2, 1.06,0.988020,1.000,1.000
GO:0043393,regulation of protein binding,181,110,2,2, 1.21,0.988257,1.000,1.000
GO:0071219,cellular response to molecule ...,141,90,2,2, 1.27,0.988355,1.000,1.000
GO:0051480,regulation of cytosolic calciu...,149,101,2,2, 1.35,0.988493,1.000,1.000
GO:0006874,cellular calcium ion homeostasis,208,149,2,2, 1.43,0.988640,1.000,1.000
GO:0010604,positive regulation of macromo...,5053,1497,37,11,10.96,0.988930,1.000,1.000
GO:0055002,striated muscle cell development,148,76,4,4, 2.00,0.988983,1.000,1.000
GO:0019941,modification-dependent protein...,311,263,2,2, 1.69,0.989245,1.000,1.000
GO:0046649,lymphocyte activation,381,327,2,2, 1.72,0.989323,1.000,1.000
GO:0016239,positive regulation of macroau...,198,28,3,3, 0.38,0.989355,1.000,1.000
GO:0016567,protein ubiquitination,380,347,5,5, 4.56,0.989422,1.000,1.000
GO:0043010,camera-type eye development,203,179,2,2, 1.76,0.989481,1.000,1.000
GO:0006816,calcium ion transport,206,182,2,2, 1.76,0.989494,1.000,1.000
GO:0031667,response to nutrient levels,135,120,4,4, 3.54,0.990344,1.000,1.000
GO:0006895,Golgi to endosome transport,130,10,2,2, 0.12,0.990937,1.000,1.000
GO:0006915,apoptotic process,830,816,11,11,10.81,0.990961,1.000,1.000
GO:0030072,peptide hormone secretion,129,98,3,3, 2.26,0.991104,1.000,1.000
GO:0097659,nucleic acid-templated transcr...,1741,1729,12,12,11.92,0.991195,1.000,1.000
GO:0006323,DNA packaging,106,84,3,3, 2.36,0.991210,1.000,1.000
GO:0006904,vesicle docking involved in ex...,137,17,2,2, 0.22,0.991232,1.000,1.000
GO:0032869,cellular response to insulin s...,115,77,3,2, 2.01,0.991371,1.000,1.000
GO:0072210,metanephric nephron development,105,26,2,2, 0.47,0.991650,1.000,1.000
GO:0001568,blood vessel development,2986,353,34,4, 4.02,0.991721,1.000,1.000
GO:0009250,glucan biosynthetic process,41,15,2,2, 0.67,0.991884,1.000,1.000
GO:0009150,purine ribonucleotide metaboli...,254,236,3,3, 2.78,0.991934,1.000,1.000
GO:0048701,embryonic cranial skeleton mor...,72,31,2,2, 0.83,0.992047,1.000,1.000
GO:0002237,response to molecule of bacter...,1374,130,21,2, 1.99,0.992147,1.000,1.000
GO:0030802,regulation of cyclic nucleotid...,84,48,2,2, 1.12,0.992325,1.000,1.000
GO:0050885,neuromuscular process controll...,72,42,2,2, 1.14,0.992345,1.000,1.000
GO:0030817,regulation of cAMP biosyntheti...,67,40,2,2, 1.17,0.992371,1.000,1.000
GO:0072577,endothelial cell apoptotic pro...,47,29,2,2, 1.20,0.992401,1.000,1.000
GO:0044042,glucan metabolic process,48,32,2,2, 1.30,0.992506,1.000,1.000
GO:0070588,calcium ion transmembrane tran...,377,125,6,2, 1.99,0.992600,1.000,1.000
GO:0030010,establishment of cell polarity,83,62,2,2, 1.48,0.992704,1.000,1.000
GO:0006073,cellular glucan metabolic process,42,32,2,2, 1.50,0.992727,1.000,1.000
GO:0014032,neural crest cell development,47,36,2,2, 1.51,0.992741,1.000,1.000
GO:0015749,monosaccharide transport,68,55,2,2, 1.61,0.992871,1.000,1.000
GO:0008064,regulation of actin polymeriza...,113,96,2,2, 1.69,0.993014,1.000,1.000
GO:0016197,endosomal transport,145,125,2,2, 1.72,0.993064,1.000,1.000
GO:0007204,positive regulation of cytosol...,101,90,2,2, 1.78,0.993188,1.000,1.000
GO:0009966,regulation of signal transduction,3518,1393,43,17,17.03,0.993382,1.000,1.000
GO:0014706,striated muscle tissue develop...,221,209,2,2, 1.89,0.993549,1.000,1.000
GO:0032943,mononuclear cell proliferation,146,140,2,2, 1.92,0.993684,1.000,1.000
GO:0090132,epithelium migration,152,147,2,2, 1.93,0.993793,1.000,1.000
GO:0045216,cell-cell junction organization,133,120,4,4, 3.60,0.993797,1.000,1.000
GO:0006796,phosphate-containing compound ...,1725,1721,14,14,13.97,0.994274,1.000,1.000
GO:0007173,epidermal growth factor recept...,53,45,3,3, 2.52,0.994443,1.000,1.000
GO:1901360,organic cyclic compound metabo...,5940,2904,47,23,22.98,0.994806,1.000,1.000
GO:0005978,glycogen biosynthetic process,32,15,2,2, 0.87,0.994913,1.000,1.000
GO:0010517,regulation of phospholipase ac...,27,18,2,2, 1.28,0.995154,1.000,1.000
GO:1900274,regulation of phospholipase C ...,18,13,2,2, 1.38,0.995215,1.000,1.000
GO:2000351,regulation of endothelial cell...,36,26,2,2, 1.41,0.995240,1.000,1.000
GO:0031326,regulation of cellular biosynt...,3846,1987,31,16,16.02,0.995433,1.000,1.000
GO:0001822,kidney development,2964,175,34,2, 2.01,0.995666,1.000,1.000
GO:0042552,myelination,60,58,2,2, 1.93,0.995940,1.000,1.000
GO:0036293,response to decreased oxygen l...,105,102,2,2, 1.94,0.995990,1.000,1.000
GO:0006511,ubiquitin-dependent protein ca...,263,259,2,2, 1.97,0.996177,1.000,1.000
GO:0043009,chordate embryonic development,392,390,5,5, 4.97,0.996360,1.000,1.000
GO:0007420,brain development,2964,348,34,4, 3.99,0.996538,1.000,1.000
GO:0072001,renal system development,2274,190,24,2, 2.01,0.996878,1.000,1.000
GO:2000145,regulation of cell motility,793,396,8,4, 3.99,0.997140,1.000,1.000
GO:0015758,glucose transport,55,54,2,2, 1.96,0.997472,1.000,1.000
GO:0048015,phosphatidylinositol-mediated ...,83,82,2,2, 1.98,0.997546,1.000,1.000
GO:0007283,spermatogenesis,210,209,2,2, 1.99,0.997711,1.000,1.000
GO:0030198,extracellular matrix organization,130,129,4,4, 3.97,0.997813,1.000,1.000
GO:0051603,proteolysis involved in cellul...,926,309,6,2, 2.00,0.998503,1.000,1.000
GO:0071396,cellular response to lipid,996,249,16,4, 4.00,1.000000,1.000,1.000
