chromosome_id	chromosome_name	ensembl_gene_id	start_position	end_position	strand
12	2	ENSOCUG00000006223	138955335	138973447	-1
12	2	ENSOCUG00000006224	112822503	113005495	-1
12	2	ENSOCUG00000006244	38046297	38046509	1
12	2	ENSOCUG00000006251	42206699	42251672	-1
12	2	ENSOCUG00000006325	147662821	147720600	-1
12	2	ENSOCUG00000006355	46416064	46504684	-1
12	2	ENSOCUG00000006384	36584186	36600116	-1
12	2	ENSOCUG00000006390	121739469	121780734	-1
12	2	ENSOCUG00000006446	47032441	47053249	-1
12	2	ENSOCUG00000006502	83061200	83127598	1
12	2	ENSOCUG00000006519	158933137	158939484	-1
12	2	ENSOCUG00000006522	158930635	158933514	1
12	2	ENSOCUG00000006525	94766459	94821969	-1
12	2	ENSOCUG00000006528	158928821	158929459	1
12	2	ENSOCUG00000006530	98961854	98993716	-1
12	2	ENSOCUG00000006600	153749732	154001188	-1
12	2	ENSOCUG00000006627	61899449	61924243	-1
12	2	ENSOCUG00000006660	97749486	97756304	1
12	2	ENSOCUG00000006792	8357629	8403499	1
12	2	ENSOCUG00000006802	8406293	8620864	-1
12	2	ENSOCUG00000006840	98184395	98194536	1
12	2	ENSOCUG00000006872	158973677	158980409	-1
12	2	ENSOCUG00000006874	130564082	130609120	-1
12	2	ENSOCUG00000006880	130497648	130564769	1
12	2	ENSOCUG00000006889	130433945	130484921	1
12	2	ENSOCUG00000006957	90251099	90283645	-1
12	2	ENSOCUG00000006967	137853795	137937328	-1
12	2	ENSOCUG00000006982	137700945	137802514	-1
12	2	ENSOCUG00000006987	93089882	93193509	1
12	2	ENSOCUG00000007010	164581594	164619428	1
12	2	ENSOCUG00000007205	149218554	149338589	1
12	2	ENSOCUG00000007217	149200362	149213299	-1
12	2	ENSOCUG00000007223	149149230	149190232	1
12	2	ENSOCUG00000007229	149119315	149142174	1
12	2	ENSOCUG00000007230	149078269	149103143	1
12	2	ENSOCUG00000007239	149060455	149079756	-1
12	2	ENSOCUG00000007249	149509507	149628671	-1
12	2	ENSOCUG00000007253	41133476	41136045	1
12	2	ENSOCUG00000007256	112704838	112711939	-1
12	2	ENSOCUG00000007258	149407339	149483254	1
12	2	ENSOCUG00000007279	63684273	63707874	1
12	2	ENSOCUG00000007349	82436798	82501436	1
12	2	ENSOCUG00000007365	166963702	166965276	1
12	2	ENSOCUG00000007385	96190556	96232752	1
12	2	ENSOCUG00000007388	127995041	128113016	-1
12	2	ENSOCUG00000007411	148954648	149055023	1
12	2	ENSOCUG00000007416	148877069	148925491	-1
12	2	ENSOCUG00000007460	15391093	15391827	1
12	2	ENSOCUG00000007463	15399942	15497459	-1
12	2	ENSOCUG00000007547	82873042	82874184	-1
12	2	ENSOCUG00000007591	154038600	154070039	-1
12	2	ENSOCUG00000007602	1876130	1877065	-1
12	2	ENSOCUG00000007616	59809082	60171034	1
12	2	ENSOCUG00000007620	114279270	114294777	1
12	2	ENSOCUG00000007631	53168702	53340912	-1
12	2	ENSOCUG00000007643	36656673	36668042	1
12	2	ENSOCUG00000007648	36689783	36741499	-1
12	2	ENSOCUG00000007652	42456950	42477789	1
12	2	ENSOCUG00000007656	36768390	36852616	-1
12	2	ENSOCUG00000007658	42411599	42423892	1
12	2	ENSOCUG00000007668	42272980	42336288	-1
12	2	ENSOCUG00000007679	42262021	42272726	1
12	2	ENSOCUG00000007714	52895850	52898021	1
12	2	ENSOCUG00000007726	85717523	85792493	1
12	2	ENSOCUG00000007785	139381927	139384890	1
12	2	ENSOCUG00000007788	139237330	139346111	-1
12	2	ENSOCUG00000007844	147290822	147374930	1
12	2	ENSOCUG00000007867	125208897	125293009	1
12	2	ENSOCUG00000007886	165494499	165569587	-1
12	2	ENSOCUG00000007894	125181954	125208986	-1
12	2	ENSOCUG00000007907	37472204	37494455	-1
12	2	ENSOCUG00000007950	5510723	5577645	1
12	2	ENSOCUG00000007951	100660287	100661907	-1
12	2	ENSOCUG00000007956	100654987	100659095	1
12	2	ENSOCUG00000007963	87006745	87015743	-1
12	2	ENSOCUG00000007967	86920535	87003107	1
12	2	ENSOCUG00000007989	37880452	37915679	1
12	2	ENSOCUG00000007993	277850	295822	-1
12	2	ENSOCUG00000008072	96976	213166	1
12	2	ENSOCUG00000008180	90545949	90731059	-1
12	2	ENSOCUG00000008192	121673798	121674721	1
12	2	ENSOCUG00000008208	113460066	113476331	-1
12	2	ENSOCUG00000008227	112322615	112346923	1
12	2	ENSOCUG00000008262	15672063	15707818	-1
12	2	ENSOCUG00000008363	68579826	68628913	-1
12	2	ENSOCUG00000008372	68449068	68578639	1
12	2	ENSOCUG00000008572	77206019	77356832	-1
12	2	ENSOCUG00000008655	158909676	158912834	-1
12	2	ENSOCUG00000008657	158957831	158961071	1
12	2	ENSOCUG00000008662	158963186	158972641	-1
12	2	ENSOCUG00000008735	74283410	74293517	-1
12	2	ENSOCUG00000008740	74273073	74283033	1
12	2	ENSOCUG00000008748	97504292	97525209	1
12	2	ENSOCUG00000008749	100908565	101077226	-1
12	2	ENSOCUG00000008764	100895679	100899948	-1
12	2	ENSOCUG00000008765	97519369	97550893	-1
12	2	ENSOCUG00000008771	97559306	97569595	-1
12	2	ENSOCUG00000008783	173141127	173159439	1
12	2	ENSOCUG00000008793	173166633	173216362	1
12	2	ENSOCUG00000008834	36023612	36032483	-1
12	2	ENSOCUG00000008835	93971360	94094330	-1
12	2	ENSOCUG00000008840	36063633	36176665	1
12	2	ENSOCUG00000008858	36177587	36501601	-1
12	2	ENSOCUG00000008876	36510597	36565908	-1
12	2	ENSOCUG00000008888	52161398	52218480	-1
12	2	ENSOCUG00000008891	115210910	115216540	-1
12	2	ENSOCUG00000008898	115202374	115207849	1
12	2	ENSOCUG00000008899	31946716	31947293	-1
12	2	ENSOCUG00000008901	115164543	115178187	-1
12	2	ENSOCUG00000009035	3871034	4000895	-1
12	2	ENSOCUG00000009038	67499954	67519129	1
12	2	ENSOCUG00000009039	4048465	4050706	-1
12	2	ENSOCUG00000009041	4070343	4131536	-1
12	2	ENSOCUG00000009086	28738440	28780947	1
12	2	ENSOCUG00000009091	28783904	28787950	-1
12	2	ENSOCUG00000009096	28788126	28806245	1
12	2	ENSOCUG00000009100	94641860	94645032	1
12	2	ENSOCUG00000009229	61699675	61797903	-1
12	2	ENSOCUG00000009371	99603636	99657491	-1
12	2	ENSOCUG00000009384	99543303	99558388	1
12	2	ENSOCUG00000009448	62470213	62475153	1
12	2	ENSOCUG00000009514	93295338	93368363	1
12	2	ENSOCUG00000009517	11092858	11248236	1
12	2	ENSOCUG00000009532	92100140	92657587	1
12	2	ENSOCUG00000009541	116745672	116787125	1
12	2	ENSOCUG00000009544	116732657	116733712	1
12	2	ENSOCUG00000009550	116550555	116723840	1
12	2	ENSOCUG00000009559	125095760	125165208	-1
12	2	ENSOCUG00000009576	138864782	138946868	-1
12	2	ENSOCUG00000009586	153519870	153737742	-1
12	2	ENSOCUG00000009598	152968663	153407758	-1
12	2	ENSOCUG00000009603	28279553	28339984	1
12	2	ENSOCUG00000009618	36957604	37043229	1
12	2	ENSOCUG00000009624	37081646	37087460	1
12	2	ENSOCUG00000009628	37095594	37301686	-1
12	2	ENSOCUG00000009711	139639804	139647205	-1
12	2	ENSOCUG00000009718	61233453	61343346	1
12	2	ENSOCUG00000009726	90224709	90229764	-1
12	2	ENSOCUG00000009771	118061383	118077647	1
12	2	ENSOCUG00000009777	159715901	159720181	-1
12	2	ENSOCUG00000009784	137982261	138023966	-1
12	2	ENSOCUG00000009786	159662486	159713463	1
12	2	ENSOCUG00000009860	95066325	95078160	1
12	2	ENSOCUG00000009864	95024248	95055746	1
12	2	ENSOCUG00000009872	146569787	146636719	-1
12	2	ENSOCUG00000009882	94956731	94995053	-1
12	2	ENSOCUG00000009918	41995634	42039102	-1
12	2	ENSOCUG00000009924	41894789	41937907	1
12	2	ENSOCUG00000009932	41849728	41893015	-1
12	2	ENSOCUG00000009982	86207971	86271709	1
12	2	ENSOCUG00000010045	114912368	115002551	-1
12	2	ENSOCUG00000010057	101404989	101719723	-1
12	2	ENSOCUG00000010062	114699322	114881094	-1
12	2	ENSOCUG00000010066	100648433	100650024	1
12	2	ENSOCUG00000010070	100610001	100647296	-1
12	2	ENSOCUG00000010075	101312111	101403398	1
12	2	ENSOCUG00000010126	100440157	100492074	1
12	2	ENSOCUG00000010138	100247451	100325908	1
12	2	ENSOCUG00000010161	100217079	100236258	-1
12	2	ENSOCUG00000010178	100167214	100213593	1
12	2	ENSOCUG00000010179	60970075	61030435	1
12	2	ENSOCUG00000010188	100163264	100163698	1
12	2	ENSOCUG00000010193	100150943	100162537	-1
12	2	ENSOCUG00000010196	100020320	100143871	1
12	2	ENSOCUG00000010212	117340926	117435079	-1
12	2	ENSOCUG00000010219	158462790	158474511	1
12	2	ENSOCUG00000010221	117295556	117306317	1
12	2	ENSOCUG00000010225	117233437	117242345	1
12	2	ENSOCUG00000010230	117210388	117215275	-1
12	2	ENSOCUG00000010232	116950119	117186570	-1
12	2	ENSOCUG00000010233	147777445	147823334	1
12	2	ENSOCUG00000010252	154173305	154242758	-1
12	2	ENSOCUG00000010324	99869035	99930300	-1
12	2	ENSOCUG00000010342	99867026	99867919	-1
12	2	ENSOCUG00000010418	51238221	51244206	1
12	2	ENSOCUG00000010438	28452797	28486529	1
12	2	ENSOCUG00000010487	123962985	123967358	1
12	2	ENSOCUG00000010542	43306127	43327873	-1
12	2	ENSOCUG00000010565	95697062	95731922	1
12	2	ENSOCUG00000010566	39371391	39383415	1
12	2	ENSOCUG00000010595	12336514	12337256	-1
12	2	ENSOCUG00000010692	158207096	158324486	1
12	2	ENSOCUG00000010695	157715199	158205131	-1
12	2	ENSOCUG00000010706	157652790	157669203	-1
12	2	ENSOCUG00000010821	121297368	121321126	-1
12	2	ENSOCUG00000010854	145711329	145800067	1
12	2	ENSOCUG00000010968	77561104	77581076	-1
12	2	ENSOCUG00000010998	97808009	97814328	1
12	2	ENSOCUG00000011080	51110467	51183223	1
12	2	ENSOCUG00000011108	31462723	31467089	1
12	2	ENSOCUG00000011121	78219611	78492537	1
12	2	ENSOCUG00000011125	97207963	97238827	1
12	2	ENSOCUG00000011192	116028100	116060323	1
12	2	ENSOCUG00000011204	115969108	116012675	1
12	2	ENSOCUG00000011208	115940461	115958653	-1
12	2	ENSOCUG00000011212	173232894	173238043	-1
12	2	ENSOCUG00000011214	115924636	115936897	1
12	2	ENSOCUG00000011227	137624638	137701122	1
12	2	ENSOCUG00000011234	137266954	137431582	1
12	2	ENSOCUG00000011253	97142928	97167823	-1
12	2	ENSOCUG00000011260	174030296	174061800	-1
12	2	ENSOCUG00000011269	131817674	131885893	-1
12	2	ENSOCUG00000011284	68117712	68200532	-1
12	2	ENSOCUG00000011294	38546136	38556563	-1
12	2	ENSOCUG00000011295	110922076	110941475	1
12	2	ENSOCUG00000011300	63617891	63643414	1
12	2	ENSOCUG00000011301	38499056	38514310	1
12	2	ENSOCUG00000011311	63650961	63679987	1
12	2	ENSOCUG00000011429	112765756	112765974	-1
12	2	ENSOCUG00000011514	48039417	48053963	-1
12	2	ENSOCUG00000011526	48117393	48150138	-1
12	2	ENSOCUG00000011611	423377	557754	-1
12	2	ENSOCUG00000011673	130843047	130845244	-1
12	2	ENSOCUG00000011765	5966256	6113591	1
12	2	ENSOCUG00000011774	6116808	6165745	-1
12	2	ENSOCUG00000011812	60841714	60851804	1
12	2	ENSOCUG00000011833	108804141	108921143	1
12	2	ENSOCUG00000011944	61414553	61540392	-1
12	2	ENSOCUG00000011972	43639034	43844581	1
12	2	ENSOCUG00000012034	29641557	29739346	-1
12	2	ENSOCUG00000012044	131131674	131444649	-1
12	2	ENSOCUG00000012050	131055406	131129063	1
12	2	ENSOCUG00000012101	94898075	94911317	-1
12	2	ENSOCUG00000012104	45223747	45278378	-1
12	2	ENSOCUG00000012211	53828966	53831797	1
12	2	ENSOCUG00000012238	26825275	27015491	1
12	2	ENSOCUG00000012249	108763515	108764269	-1
12	2	ENSOCUG00000012310	143398251	143618573	-1
12	2	ENSOCUG00000012352	37666226	37749814	1
12	2	ENSOCUG00000012354	62709822	62832148	1
12	2	ENSOCUG00000012365	62830622	62845357	-1
12	2	ENSOCUG00000012369	62850989	62853480	1
12	2	ENSOCUG00000012375	62853844	62877962	-1
12	2	ENSOCUG00000012405	39448031	39457625	-1
12	2	ENSOCUG00000012442	27458562	27596420	1
12	2	ENSOCUG00000012447	99131664	99136110	-1
12	2	ENSOCUG00000012451	99078398	99118142	1
12	2	ENSOCUG00000012452	159607173	159618350	1
12	2	ENSOCUG00000012562	173183258	173190018	-1
12	2	ENSOCUG00000012592	53701629	53785936	-1
12	2	ENSOCUG00000012620	76578102	76716005	-1
12	2	ENSOCUG00000012631	137972278	137972941	-1
12	2	ENSOCUG00000012821	82330618	82376663	1
12	2	ENSOCUG00000012868	91865356	91888429	1
12	2	ENSOCUG00000012926	96747564	96846374	-1
12	2	ENSOCUG00000012995	96884739	96984978	1
12	2	ENSOCUG00000013010	97008259	97059158	1
12	2	ENSOCUG00000013011	148605881	148606645	1
12	2	ENSOCUG00000013058	91095309	91120527	1
12	2	ENSOCUG00000013152	31473846	31734499	-1
12	2	ENSOCUG00000013185	169091606	169162721	-1
12	2	ENSOCUG00000013192	84176220	84224171	-1
12	2	ENSOCUG00000013226	38413633	38461142	-1
12	2	ENSOCUG00000013449	16736628	16802766	1
12	2	ENSOCUG00000013457	16849223	16858482	-1
12	2	ENSOCUG00000013465	16926353	17103280	1
12	2	ENSOCUG00000013513	155874813	155897974	-1
12	2	ENSOCUG00000013516	155964734	155967225	-1
12	2	ENSOCUG00000013563	123421289	123797575	-1
12	2	ENSOCUG00000013569	53675607	53684929	-1
12	2	ENSOCUG00000013610	132476548	132548968	1
12	2	ENSOCUG00000013611	158498957	158532087	-1
12	2	ENSOCUG00000013631	158491939	158493805	1
12	2	ENSOCUG00000013637	158478286	158491687	-1
12	2	ENSOCUG00000013739	158601108	158602981	1
12	2	ENSOCUG00000013740	27311853	27357240	1
12	2	ENSOCUG00000013748	158578950	158598892	-1
12	2	ENSOCUG00000013785	140032025	140532781	-1
12	2	ENSOCUG00000013846	6528975	6530143	-1
12	2	ENSOCUG00000013889	52872347	52874476	1
12	2	ENSOCUG00000013931	77621045	77624574	-1
12	2	ENSOCUG00000013957	121889258	121894730	-1
12	2	ENSOCUG00000013963	52222276	52251058	1
12	2	ENSOCUG00000014003	95738071	95777471	-1
12	2	ENSOCUG00000014056	44251909	44533896	-1
12	2	ENSOCUG00000014085	91012343	91041365	1
12	2	ENSOCUG00000014093	44239736	44243134	1
12	2	ENSOCUG00000014099	44203740	44235512	1
12	2	ENSOCUG00000014105	34588816	34671032	-1
12	2	ENSOCUG00000014109	44152054	44202114	-1
12	2	ENSOCUG00000014172	41291909	41317498	-1
12	2	ENSOCUG00000014174	41273610	41288845	1
12	2	ENSOCUG00000014185	17212654	17390952	1
12	2	ENSOCUG00000014197	69694404	69778852	1
12	2	ENSOCUG00000014210	68755532	68756649	1
12	2	ENSOCUG00000014284	94203770	94373423	1
12	2	ENSOCUG00000014324	65635293	65652560	-1
12	2	ENSOCUG00000014335	65682892	65691108	1
12	2	ENSOCUG00000014412	132408550	132448780	-1
12	2	ENSOCUG00000014450	115393840	115501602	1
12	2	ENSOCUG00000014576	92735374	92807521	1
12	2	ENSOCUG00000014585	68659252	68700814	-1
12	2	ENSOCUG00000014589	68631020	68649003	1
12	2	ENSOCUG00000014615	138579465	138600900	-1
12	2	ENSOCUG00000014631	138551053	138578586	1
12	2	ENSOCUG00000014657	130178307	130244873	1
12	2	ENSOCUG00000014668	14399464	14502163	-1
12	2	ENSOCUG00000014720	92938412	92947509	1
12	2	ENSOCUG00000014756	67789490	67815370	1
12	2	ENSOCUG00000014846	159088020	159170101	-1
12	2	ENSOCUG00000014856	77586131	77594295	1
12	2	ENSOCUG00000014861	159024377	159027810	-1
12	2	ENSOCUG00000014868	159014173	159021767	-1
12	2	ENSOCUG00000014879	149703476	149749248	1
12	2	ENSOCUG00000014887	158987034	159001642	-1
12	2	ENSOCUG00000014904	139861492	139942118	-1
12	2	ENSOCUG00000014996	83165218	83284169	-1
12	2	ENSOCUG00000014998	97773226	97777970	1
12	2	ENSOCUG00000015014	159903750	159943923	1
12	2	ENSOCUG00000015017	87219513	87315133	-1
12	2	ENSOCUG00000015024	87042156	87086462	1
12	2	ENSOCUG00000015038	142401433	142422250	-1
12	2	ENSOCUG00000015046	142283929	142396576	1
12	2	ENSOCUG00000015110	53598014	53668654	1
12	2	ENSOCUG00000015144	87096874	87097992	-1
12	2	ENSOCUG00000015168	157459247	157583846	-1
12	2	ENSOCUG00000015231	112137027	112156306	1
12	2	ENSOCUG00000015250	173249842	173260952	-1
12	2	ENSOCUG00000015258	173296274	173316204	1
12	2	ENSOCUG00000015281	112111336	112113253	1
12	2	ENSOCUG00000015295	112097521	112104189	-1
12	2	ENSOCUG00000015306	112087899	112100578	1
12	2	ENSOCUG00000015311	113568667	114256171	1
12	2	ENSOCUG00000015323	112069100	112077617	-1
12	2	ENSOCUG00000015328	112066076	112069668	1
12	2	ENSOCUG00000015342	112058257	112059183	1
12	2	ENSOCUG00000015350	112049238	112057353	1
12	2	ENSOCUG00000015351	40812684	40848240	-1
12	2	ENSOCUG00000015356	40649868	40799424	1
12	2	ENSOCUG00000015358	112032657	112035257	1
12	2	ENSOCUG00000015369	112025690	112027048	-1
12	2	ENSOCUG00000015372	112015741	112023178	1
12	2	ENSOCUG00000015385	140577551	140826078	1
12	2	ENSOCUG00000015388	112011843	112014804	1
12	2	ENSOCUG00000015403	112008588	112011546	-1
12	2	ENSOCUG00000015408	131912845	132085017	-1
12	2	ENSOCUG00000015419	38191800	38209597	-1
12	2	ENSOCUG00000015422	173799895	173901004	1
12	2	ENSOCUG00000015432	173917062	173919844	-1
12	2	ENSOCUG00000015435	173919612	173930748	1
12	2	ENSOCUG00000015439	152756138	152806210	-1
12	2	ENSOCUG00000015443	173930234	174006839	-1
12	2	ENSOCUG00000015457	152718395	152733224	1
12	2	ENSOCUG00000015459	30418087	30418407	-1
12	2	ENSOCUG00000015460	164103695	164563245	-1
12	2	ENSOCUG00000015473	38786672	39129474	1
12	2	ENSOCUG00000015499	7063561	7464463	-1
12	2	ENSOCUG00000015526	143779338	143978823	-1
12	2	ENSOCUG00000015547	30471870	30819609	1
12	2	ENSOCUG00000015554	159533078	159569109	-1
12	2	ENSOCUG00000015559	159474733	159524890	-1
12	2	ENSOCUG00000015567	139495314	139496924	-1
12	2	ENSOCUG00000015568	39301201	39324145	-1
12	2	ENSOCUG00000015585	159396688	159472779	1
12	2	ENSOCUG00000015599	147600117	147634950	-1
12	2	ENSOCUG00000015602	147527953	147580411	1
12	2	ENSOCUG00000015631	95597500	95659203	-1
12	2	ENSOCUG00000015658	95663806	95663976	-1
12	2	ENSOCUG00000015669	25719210	25915076	-1
12	2	ENSOCUG00000015688	135214113	135214883	1
12	2	ENSOCUG00000015781	169708544	169735557	-1
12	2	ENSOCUG00000015795	169765514	169912749	-1
12	2	ENSOCUG00000015796	116380518	116458530	-1
12	2	ENSOCUG00000015808	116328399	116375788	-1
12	2	ENSOCUG00000015820	116269982	116296265	-1
12	2	ENSOCUG00000015827	143372792	143386493	1
12	2	ENSOCUG00000015830	116246633	116247577	1
12	2	ENSOCUG00000015884	107291499	107293573	-1
12	2	ENSOCUG00000015972	15769004	15805816	1
12	2	ENSOCUG00000015990	15829767	15889725	1
12	2	ENSOCUG00000016002	43044812	43120018	-1
12	2	ENSOCUG00000016004	15899368	15948729	1
12	2	ENSOCUG00000016020	77123897	77179435	1
12	2	ENSOCUG00000016098	6429887	6430630	-1
12	2	ENSOCUG00000016129	92870101	92882505	1
12	2	ENSOCUG00000016164	148208670	148217090	1
12	2	ENSOCUG00000016184	147979038	148037960	1
12	2	ENSOCUG00000016251	112774149	112779777	1
12	2	ENSOCUG00000016256	51438993	51442863	-1
12	2	ENSOCUG00000016289	52449993	52494219	-1
12	2	ENSOCUG00000016300	77743329	77743801	-1
12	2	ENSOCUG00000016303	84304017	84324910	-1
12	2	ENSOCUG00000016462	90078070	90113742	-1
12	2	ENSOCUG00000016476	90028851	90075994	-1
12	2	ENSOCUG00000016551	5807716	5930877	1
12	2	ENSOCUG00000016580	38137435	38155835	1
12	2	ENSOCUG00000016623	6543152	6544238	-1
12	2	ENSOCUG00000016638	6565566	6566246	-1
12	2	ENSOCUG00000016640	112403689	112513025	-1
12	2	ENSOCUG00000016642	6570949	6622803	-1
12	2	ENSOCUG00000016658	112359616	112515270	1
12	2	ENSOCUG00000016679	147022084	147119508	1
12	2	ENSOCUG00000016746	90431206	90467449	-1
12	2	ENSOCUG00000016756	47477020	47669985	-1
12	2	ENSOCUG00000016758	155325056	155369579	1
12	2	ENSOCUG00000016920	29950375	29990425	1
12	2	ENSOCUG00000016932	29997279	30149155	-1
12	2	ENSOCUG00000016946	99519011	99519787	1
12	2	ENSOCUG00000016949	99445588	99487212	-1
12	2	ENSOCUG00000016960	99428037	99434100	1
12	2	ENSOCUG00000016976	158859474	158872870	1
12	2	ENSOCUG00000016984	60402274	60629597	1
12	2	ENSOCUG00000016989	158832508	158854649	-1
12	2	ENSOCUG00000016992	38628381	38709201	-1
12	2	ENSOCUG00000016996	121215680	121232544	-1
12	2	ENSOCUG00000017000	60662863	60663483	-1
12	2	ENSOCUG00000017003	121177308	121212010	1
12	2	ENSOCUG00000017004	89613621	89697493	-1
12	2	ENSOCUG00000017011	89700207	89720615	1
12	2	ENSOCUG00000017021	158804833	158825865	1
12	2	ENSOCUG00000017028	158802400	158804414	-1
12	2	ENSOCUG00000017035	158777887	158800089	-1
12	2	ENSOCUG00000017048	158776571	158776957	1
12	2	ENSOCUG00000017060	158737964	158761824	1
12	2	ENSOCUG00000017076	158727523	158732216	1
12	2	ENSOCUG00000017085	94479836	94481964	-1
12	2	ENSOCUG00000017089	158719660	158727111	-1
12	2	ENSOCUG00000017093	76844266	76910006	1
12	2	ENSOCUG00000017096	158718288	158721190	1
12	2	ENSOCUG00000017104	158684518	158717932	1
12	2	ENSOCUG00000017105	29579040	29595598	1
12	2	ENSOCUG00000017108	160020576	160139565	1
12	2	ENSOCUG00000017130	31017847	31037825	1
12	2	ENSOCUG00000017135	31057292	31131548	1
12	2	ENSOCUG00000017195	16192874	16302907	-1
12	2	ENSOCUG00000017211	40446684	40581549	-1
12	2	ENSOCUG00000017234	77025667	77072296	1
12	2	ENSOCUG00000017281	124194815	124196008	-1
12	2	ENSOCUG00000017295	115358582	115383395	1
12	2	ENSOCUG00000017299	115326306	115352082	1
12	2	ENSOCUG00000017307	166682370	166776334	-1
12	2	ENSOCUG00000017372	172553664	172838151	1
12	2	ENSOCUG00000017416	115917134	115923647	1
12	2	ENSOCUG00000017457	63552908	63605447	1
12	2	ENSOCUG00000017506	101291636	101292064	-1
12	2	ENSOCUG00000017638	52595354	52780104	-1
12	2	ENSOCUG00000017691	71999778	72241262	-1
12	2	ENSOCUG00000017763	63524597	63543875	1
12	2	ENSOCUG00000017793	6298524	6341542	1
12	2	ENSOCUG00000017815	37566521	37638714	1
12	2	ENSOCUG00000017817	125044392	125054210	-1
12	2	ENSOCUG00000017819	124835854	125043520	1
12	2	ENSOCUG00000017849	84074977	84131842	-1
12	2	ENSOCUG00000017877	154263436	154280158	1
12	2	ENSOCUG00000017884	54160387	54278136	-1
12	2	ENSOCUG00000017895	90926029	90989494	1
12	2	ENSOCUG00000017908	169406388	169477023	-1
12	2	ENSOCUG00000017913	33395159	33419576	-1
12	2	ENSOCUG00000017915	33441846	33462398	1
12	2	ENSOCUG00000017918	33466435	33489327	-1
12	2	ENSOCUG00000020733	100603549	100610371	1
12	2	ENSOCUG00000020930	115109957	115110421	-1
12	2	ENSOCUG00000020964	37438995	37463105	1
12	2	ENSOCUG00000020965	147397631	147397939	1
12	2	ENSOCUG00000020992	68222350	68224923	-1
12	2	ENSOCUG00000020996	77639694	77653394	1
12	2	ENSOCUG00000021014	26230911	26231800	1
12	2	ENSOCUG00000021122	98461326	98462005	-1
12	2	ENSOCUG00000021154	92808860	92868289	-1
12	2	ENSOCUG00000021232	160505449	160512282	-1
12	2	ENSOCUG00000021257	169165497	169183842	-1
12	2	ENSOCUG00000021289	8347578	8348228	-1
12	2	ENSOCUG00000021395	174061286	174195087	1
12	2	ENSOCUG00000021430	44735748	44741005	-1
12	2	ENSOCUG00000021442	98740188	98889753	-1
12	2	ENSOCUG00000021458	95254440	95264015	-1
12	2	ENSOCUG00000021495	52497742	52499874	1
12	2	ENSOCUG00000021565	98509461	98510439	-1
12	2	ENSOCUG00000021648	138776499	138823452	1
12	2	ENSOCUG00000021653	73558629	73559353	1
12	2	ENSOCUG00000021677	98504647	98505210	1
12	2	ENSOCUG00000021734	157228507	157270780	-1
12	2	ENSOCUG00000021773	123411982	123417471	-1
12	2	ENSOCUG00000021825	113074124	113074663	-1
12	2	ENSOCUG00000021835	139733857	139734537	1
12	2	ENSOCUG00000021847	148245844	148323754	-1
12	2	ENSOCUG00000021939	27096315	27097013	-1
12	2	ENSOCUG00000021972	77962186	77998734	1
12	2	ENSOCUG00000021992	130422933	130423415	1
12	2	ENSOCUG00000022003	76714364	76716065	1
12	2	ENSOCUG00000022008	173221463	173231820	-1
12	2	ENSOCUG00000022012	73477039	73478609	1
12	2	ENSOCUG00000022054	104949718	104949945	1
12	2	ENSOCUG00000022085	28878403	28878810	1
12	2	ENSOCUG00000022114	98137155	98138645	1
12	2	ENSOCUG00000022141	159210036	159225756	-1
12	2	ENSOCUG00000022249	98693333	98693842	-1
12	2	ENSOCUG00000022370	115153963	115160687	1
12	2	ENSOCUG00000022437	154449411	154450721	1
12	2	ENSOCUG00000022485	98739176	98761392	1
12	2	ENSOCUG00000022602	98807653	98808108	1
12	2	ENSOCUG00000022639	98129614	98130594	1
12	2	ENSOCUG00000022660	70232928	70233059	1
12	2	ENSOCUG00000022735	56640245	56640496	-1
12	2	ENSOCUG00000022744	70956474	71098249	-1
12	2	ENSOCUG00000022761	34310586	34319499	1
12	2	ENSOCUG00000022792	111583165	111584334	-1
12	2	ENSOCUG00000022798	93046296	93046799	-1
12	2	ENSOCUG00000022817	41103995	41169781	1
12	2	ENSOCUG00000022879	109208039	109211901	-1
12	2	ENSOCUG00000022888	27709552	27710106	-1
12	2	ENSOCUG00000022927	94734045	94763152	1
12	2	ENSOCUG00000022967	116295654	116318930	-1
12	2	ENSOCUG00000023048	39495367	39501149	1
12	2	ENSOCUG00000023059	13226924	13230919	-1
12	2	ENSOCUG00000023086	50944656	50945330	1
12	2	ENSOCUG00000023167	98642777	98643386	-1
12	2	ENSOCUG00000023173	93034015	93035136	-1
12	2	ENSOCUG00000023180	98826986	98827462	-1
12	2	ENSOCUG00000023257	98143893	98240183	1
12	2	ENSOCUG00000023278	64043869	64044735	-1
12	2	ENSOCUG00000023292	163828049	163828528	1
12	2	ENSOCUG00000023327	1527625	1527960	1
12	2	ENSOCUG00000023344	89013062	89013534	1
12	2	ENSOCUG00000023433	173315155	173454457	-1
12	2	ENSOCUG00000023475	98768887	98769342	-1
12	2	ENSOCUG00000023638	95274818	95359942	-1
12	2	ENSOCUG00000023661	54577242	54577768	1
12	2	ENSOCUG00000023724	98627906	98631332	-1
12	2	ENSOCUG00000023773	51811577	51812381	1
12	2	ENSOCUG00000023783	103764149	103764797	1
12	2	ENSOCUG00000023836	44703376	44708785	1
12	2	ENSOCUG00000023845	98668252	98668777	-1
12	2	ENSOCUG00000023860	95178154	95179335	1
12	2	ENSOCUG00000023900	135618975	135619831	-1
12	2	ENSOCUG00000023948	125646618	125739134	1
12	2	ENSOCUG00000023958	97614851	97618656	-1
