ensembl_gene_id	chromosome_id	start_position	end_position
ENSOCUG00000005108	15	53351103	53425073
ENSOCUG00000005112	15	139306927	139340655
ENSOCUG00000005191	15	20391426	20395897
ENSOCUG00000005263	15	74291087	74624995
ENSOCUG00000005338	15	76984528	77160278
ENSOCUG00000005372	15	32613731	32643623
ENSOCUG00000005379	15	32677746	32786133
ENSOCUG00000005386	15	110412929	110485192
ENSOCUG00000005398	15	110486503	110500646
ENSOCUG00000005435	15	41629370	41636566
ENSOCUG00000005439	15	41645360	41706227
ENSOCUG00000005452	15	83249864	83596852
ENSOCUG00000005503	15	51012213	51032263
ENSOCUG00000005522	15	82030490	82060513
ENSOCUG00000005558	15	66057789	66580430
ENSOCUG00000005564	15	7536707	7604621
ENSOCUG00000005703	15	20075474	20076370
ENSOCUG00000005721	15	41338644	41396620
ENSOCUG00000005724	15	41427469	41502932
ENSOCUG00000005731	15	41515786	41551918
ENSOCUG00000005783	15	44683554	44689659
ENSOCUG00000005911	15	881163	1092141
ENSOCUG00000005920	15	57940240	57953168
ENSOCUG00000005930	15	120680892	121182761
ENSOCUG00000005967	15	86003614	86099523
ENSOCUG00000006001	15	71712412	71714443
ENSOCUG00000006169	15	28440377	28510018
ENSOCUG00000006172	15	54013933	54023963
ENSOCUG00000006174	15	54033370	54072492
ENSOCUG00000006177	15	28510820	28512079
ENSOCUG00000006239	15	127786167	129082410
ENSOCUG00000006283	15	38565754	38589132
ENSOCUG00000006333	15	105455104	105505383
ENSOCUG00000006341	15	105511286	105534337
ENSOCUG00000006362	15	18310667	18391650
ENSOCUG00000006369	15	18397431	18557341
ENSOCUG00000006380	15	18453685	18461823
ENSOCUG00000006404	15	31959682	31975188
ENSOCUG00000006501	15	4906286	5091906
ENSOCUG00000006570	15	122078136	122090555
ENSOCUG00000006607	15	14380902	14393488
ENSOCUG00000006635	15	110657220	110687265
ENSOCUG00000006650	15	20770475	20803894
ENSOCUG00000006655	15	20812819	20831385
ENSOCUG00000006669	15	31303944	31350583
ENSOCUG00000006751	15	69215200	69241734
ENSOCUG00000006784	15	53463988	53531108
ENSOCUG00000006800	15	42026013	42135459
ENSOCUG00000006829	15	31405882	31440452
ENSOCUG00000006847	15	97374883	97405057
ENSOCUG00000006861	15	28594560	28893079
ENSOCUG00000006890	15	106119956	106171808
ENSOCUG00000006932	15	21593577	21618880
ENSOCUG00000006933	15	62552668	62566593
ENSOCUG00000006934	15	21622334	21629680
ENSOCUG00000006942	15	21632556	21634263
ENSOCUG00000006947	15	21636159	21639188
ENSOCUG00000006952	15	21640852	21647584
ENSOCUG00000006955	15	21654957	21683033
ENSOCUG00000006958	15	21717532	21721600
ENSOCUG00000007052	15	71974750	71980553
ENSOCUG00000007208	15	87728585	87731372
ENSOCUG00000007328	15	100889908	100925550
ENSOCUG00000007406	15	23117901	23120357
ENSOCUG00000007445	15	97128688	97134093
ENSOCUG00000007448	15	97143559	97147954
ENSOCUG00000007474	15	69127460	69153987
ENSOCUG00000007499	15	10511426	10564394
ENSOCUG00000007500	15	31778573	31838627
ENSOCUG00000007506	15	10587272	10627194
ENSOCUG00000007514	15	81952904	82008128
ENSOCUG00000007534	15	132356075	132473047
ENSOCUG00000007541	15	132487421	132495593
ENSOCUG00000007549	15	48611352	48611579
ENSOCUG00000007557	15	49896337	49897755
ENSOCUG00000007560	15	19926306	20087435
ENSOCUG00000007596	15	11325596	11325841
ENSOCUG00000007642	15	135731547	135894592
ENSOCUG00000007692	15	90056479	90151014
ENSOCUG00000007700	15	90195514	90210504
ENSOCUG00000007739	15	53069021	53203606
ENSOCUG00000007744	15	21033876	21172627
ENSOCUG00000007751	15	21112527	21123018
ENSOCUG00000007752	15	21182929	21456118
ENSOCUG00000007783	15	23268390	23270881
ENSOCUG00000007864	15	57144302	57147568
ENSOCUG00000007985	15	54301207	54313956
ENSOCUG00000007999	15	53837409	53841158
ENSOCUG00000008012	15	69407539	69408330
ENSOCUG00000008050	15	123575746	123647908
ENSOCUG00000008074	15	44738903	44761105
ENSOCUG00000008102	15	140279003	140448236
ENSOCUG00000008104	15	111889623	111907543
ENSOCUG00000008109	15	84244629	84737352
ENSOCUG00000008113	15	111985195	111989428
ENSOCUG00000008165	15	81561761	81620530
ENSOCUG00000008175	15	81628612	81758408
ENSOCUG00000008191	15	52117018	52148141
ENSOCUG00000008225	15	86544055	86590810
ENSOCUG00000008226	15	11894215	12132302
ENSOCUG00000008230	15	86594152	86657209
ENSOCUG00000008247	15	95776595	95814560
ENSOCUG00000008250	15	17336197	17353175
ENSOCUG00000008254	15	17376324	17468506
ENSOCUG00000008284	15	17471796	17485323
ENSOCUG00000008312	15	95321726	95376407
ENSOCUG00000008329	15	12993930	13213958
ENSOCUG00000008337	15	31202507	31214108
ENSOCUG00000008341	15	82299936	82336425
ENSOCUG00000008361	15	16082067	16117520
ENSOCUG00000008362	15	20439158	20476648
ENSOCUG00000008382	15	20486702	20513737
ENSOCUG00000008391	15	20540085	20554755
ENSOCUG00000008399	15	20580291	20618086
ENSOCUG00000008407	15	89056532	89058890
ENSOCUG00000008410	15	20622259	20627617
ENSOCUG00000008414	15	89061372	89092334
ENSOCUG00000008421	15	20633646	20717856
ENSOCUG00000008433	15	20719170	20725219
ENSOCUG00000008439	15	20738992	20741275
ENSOCUG00000008452	15	16178179	16533015
ENSOCUG00000008489	15	132917179	132964787
ENSOCUG00000008539	15	140811891	141062685
ENSOCUG00000008545	15	117727926	117762915
ENSOCUG00000008549	15	117771255	117929120
ENSOCUG00000008550	15	138826966	138829517
ENSOCUG00000008622	15	155106591	155661342
ENSOCUG00000008627	15	6653289	6726335
ENSOCUG00000008661	15	116743316	116746917
ENSOCUG00000008699	15	154292201	154555735
ENSOCUG00000008723	15	78938531	78981387
ENSOCUG00000008725	15	114745563	115464276
ENSOCUG00000008731	15	86458742	86459570
ENSOCUG00000008734	15	86468929	86509735
ENSOCUG00000008769	15	22886787	22889267
ENSOCUG00000008776	15	115583060	115768434
ENSOCUG00000008779	15	30002859	30081173
ENSOCUG00000008803	15	30090923	30094616
ENSOCUG00000008806	15	30112454	30124614
ENSOCUG00000008936	15	17971402	18028215
ENSOCUG00000008938	15	135527189	135527413
ENSOCUG00000008961	15	23679466	23695976
ENSOCUG00000008966	15	15256551	15305094
ENSOCUG00000008971	15	54843024	55049269
ENSOCUG00000008978	15	54946166	54949058
ENSOCUG00000008985	15	40093538	40506501
ENSOCUG00000009000	15	40557318	40594569
ENSOCUG00000009052	15	87061478	87433290
ENSOCUG00000009066	15	134047653	134535910
ENSOCUG00000009112	15	138872347	138910774
ENSOCUG00000009119	15	138933365	138996076
ENSOCUG00000009161	15	55614748	55620696
ENSOCUG00000009180	15	118710207	118747741
ENSOCUG00000009182	15	58078434	58082658
ENSOCUG00000009184	15	118774867	118791581
ENSOCUG00000009191	15	118803490	118815584
ENSOCUG00000009197	15	118815415	118861692
ENSOCUG00000009270	15	32308723	32353048
ENSOCUG00000009273	15	633512	692825
ENSOCUG00000009294	15	147719806	147790430
ENSOCUG00000009340	15	23712562	23737910
ENSOCUG00000009369	15	16847323	16863448
ENSOCUG00000009431	15	117189847	117213027
ENSOCUG00000009432	15	22388862	22455831
ENSOCUG00000009556	15	6220640	6287217
ENSOCUG00000009616	15	90851117	90902929
ENSOCUG00000009622	15	57989653	58003142
ENSOCUG00000009657	15	71846574	71860604
ENSOCUG00000009754	15	148347040	148453393
ENSOCUG00000009761	15	148492773	148535179
ENSOCUG00000009768	15	148550609	148595761
ENSOCUG00000009772	15	139035550	139062947
ENSOCUG00000009776	15	139079055	139081502
ENSOCUG00000009778	15	116186244	116222736
ENSOCUG00000009781	15	116231780	116292311
ENSOCUG00000009800	15	17281472	17317162
ENSOCUG00000009816	15	22717728	22718702
ENSOCUG00000009817	15	22708435	22713825
ENSOCUG00000009843	15	19323005	19602567
ENSOCUG00000009903	15	113152502	113153752
ENSOCUG00000009931	15	105346601	105372670
ENSOCUG00000009935	15	105385385	105435192
ENSOCUG00000010034	15	76364224	76495936
ENSOCUG00000010098	15	42698620	42996010
ENSOCUG00000010185	15	10371219	10412184
ENSOCUG00000010197	15	10416480	10431686
ENSOCUG00000010245	15	89602067	89639029
ENSOCUG00000010247	15	101581452	101636320
ENSOCUG00000010331	15	109343610	109373029
ENSOCUG00000010353	15	109374574	109377481
ENSOCUG00000010378	15	78300349	78659908
ENSOCUG00000010390	15	109385936	109445106
ENSOCUG00000010425	15	96996074	97001169
ENSOCUG00000010614	15	139118655	139193936
ENSOCUG00000010693	15	135287288	135296882
ENSOCUG00000010738	15	29824517	29830918
ENSOCUG00000010860	15	3891222	3891794
ENSOCUG00000010866	15	3923138	4012889
ENSOCUG00000010930	15	23256772	23265441
ENSOCUG00000010938	15	23234725	23245638
ENSOCUG00000010950	15	445289	454467
ENSOCUG00000011091	15	35614475	35865927
ENSOCUG00000011095	15	35889117	35899716
ENSOCUG00000011099	15	35919161	35922709
ENSOCUG00000011100	15	52186053	52553232
ENSOCUG00000011117	15	52619602	52633186
ENSOCUG00000011120	15	22262852	22263826
ENSOCUG00000011124	15	52642280	52676438
ENSOCUG00000011148	15	119748779	119836695
ENSOCUG00000011150	15	134828544	134857949
ENSOCUG00000011159	15	26158984	26160218
ENSOCUG00000011180	15	36258249	36304851
ENSOCUG00000011189	15	36306185	36340892
ENSOCUG00000011198	15	58241418	58267143
ENSOCUG00000011230	15	103464758	103759232
ENSOCUG00000011240	15	20123208	20124323
ENSOCUG00000011400	15	113495008	113567096
ENSOCUG00000011490	15	82870506	82887734
ENSOCUG00000011503	15	114426096	114426455
ENSOCUG00000011509	15	32175996	32179987
ENSOCUG00000011515	15	32237139	32272575
ENSOCUG00000011532	15	32380281	32388261
ENSOCUG00000011573	15	82668238	82733895
ENSOCUG00000011583	15	82739075	82768200
ENSOCUG00000011627	15	56422045	56433369
ENSOCUG00000011665	15	24735010	25178252
ENSOCUG00000011672	15	39155326	39162863
ENSOCUG00000011676	15	25231028	25330671
ENSOCUG00000011735	15	41751620	41772395
ENSOCUG00000011736	15	101075705	101087678
ENSOCUG00000011742	15	101100745	101120468
ENSOCUG00000011743	15	41811716	41826790
ENSOCUG00000011761	15	15791785	15804489
ENSOCUG00000011775	15	119260520	119645961
ENSOCUG00000011780	15	38752689	38858378
ENSOCUG00000011785	15	139443693	139453141
ENSOCUG00000011787	15	139476142	139540254
ENSOCUG00000011804	15	139570682	139618661
ENSOCUG00000011890	15	133296076	133322478
ENSOCUG00000011915	15	38407490	38454715
ENSOCUG00000011937	15	15719374	15780132
ENSOCUG00000011943	15	15702738	15711514
ENSOCUG00000011946	15	15787928	15792679
ENSOCUG00000011956	15	57058806	57098015
ENSOCUG00000011991	15	49916379	49939321
ENSOCUG00000012033	15	147809481	147845411
ENSOCUG00000012036	15	147917697	147972476
ENSOCUG00000012041	15	91227908	91365866
ENSOCUG00000012046	15	7152633	7222288
ENSOCUG00000012053	15	7232170	7243570
ENSOCUG00000012093	15	32927619	32966337
ENSOCUG00000012103	15	32972328	33032737
ENSOCUG00000012120	15	33118052	33137847
ENSOCUG00000012122	15	72009348	72023092
ENSOCUG00000012123	15	33190799	33194809
ENSOCUG00000012160	15	11199865	11225706
ENSOCUG00000012178	15	56823634	56864535
ENSOCUG00000012191	15	56865810	56877940
ENSOCUG00000012206	15	17489605	17546873
ENSOCUG00000012220	15	17558878	17559444
ENSOCUG00000012223	15	17597012	17603742
ENSOCUG00000012230	15	17609768	17660501
ENSOCUG00000012254	15	63432523	63436540
ENSOCUG00000012283	15	73947366	74031238
ENSOCUG00000012475	15	88839509	88868663
ENSOCUG00000012479	15	31938172	31954098
ENSOCUG00000012527	15	106874456	107015659
ENSOCUG00000012651	15	69855130	69856274
ENSOCUG00000012806	15	57871699	57883489
ENSOCUG00000012890	15	100840594	100865813
ENSOCUG00000012968	15	80519493	80520704
ENSOCUG00000013062	15	15030861	15092510
ENSOCUG00000013066	15	36131348	36194511
ENSOCUG00000013078	15	36197306	36214013
ENSOCUG00000013171	15	56901638	56906744
ENSOCUG00000013189	15	97211584	97220831
ENSOCUG00000013284	15	66936889	67054699
ENSOCUG00000013346	15	32361212	32374627
ENSOCUG00000013360	15	57567139	57602415
ENSOCUG00000013424	15	47886850	47888358
ENSOCUG00000013435	15	6978385	7062202
ENSOCUG00000013490	15	82297031	82298140
ENSOCUG00000013507	15	33868485	33885132
ENSOCUG00000013510	15	32391813	32422997
ENSOCUG00000013532	15	155037770	155083291
ENSOCUG00000013534	15	135388834	135507133
ENSOCUG00000013606	15	29580200	29762070
ENSOCUG00000013621	15	15881596	15884110
ENSOCUG00000013627	15	15890473	15891398
ENSOCUG00000013632	15	15898308	15898932
ENSOCUG00000013635	15	15905272	15963958
ENSOCUG00000013689	15	113607696	113678952
ENSOCUG00000013690	15	145625525	145675054
ENSOCUG00000013701	15	22932940	22948030
ENSOCUG00000013705	15	16826206	16843859
ENSOCUG00000013717	15	118616728	118632921
ENSOCUG00000013815	15	1183071	1230585
ENSOCUG00000013833	15	31615992	31643190
ENSOCUG00000013843	15	89196825	89564850
ENSOCUG00000013850	15	31654181	31719600
ENSOCUG00000013871	15	31755839	31763212
ENSOCUG00000013987	15	24575756	24671221
ENSOCUG00000013993	15	23517463	23539684
ENSOCUG00000013995	15	23357790	23360323
ENSOCUG00000014000	15	23346058	23347107
ENSOCUG00000014049	15	71652066	71653249
ENSOCUG00000014096	15	82807130	82855946
ENSOCUG00000014201	15	139211261	139239030
ENSOCUG00000014232	15	39187917	39260778
ENSOCUG00000014283	15	54594253	54604020
ENSOCUG00000014289	15	143525941	143528260
ENSOCUG00000014323	15	356663	386255
ENSOCUG00000014385	15	112563964	113008961
ENSOCUG00000014392	15	112955267	112956324
ENSOCUG00000014414	15	20207682	20227140
ENSOCUG00000014419	15	20229453	20271049
ENSOCUG00000014431	15	20273461	20338593
ENSOCUG00000014535	15	97298413	97321456
ENSOCUG00000014653	15	100783945	100820376
ENSOCUG00000014767	15	96655557	96668735
ENSOCUG00000014821	15	7712880	7839273
ENSOCUG00000014822	15	56954162	57025653
ENSOCUG00000014826	15	56907601	56931826
ENSOCUG00000014842	15	39066570	39116304
ENSOCUG00000014877	15	41834945	41841127
ENSOCUG00000014884	15	43124776	43146992
ENSOCUG00000015022	15	70005261	70014677
ENSOCUG00000015184	15	82434585	82479914
ENSOCUG00000015191	15	133640245	133682966
ENSOCUG00000015196	15	118282867	118295280
ENSOCUG00000015198	15	82501313	82530290
ENSOCUG00000015234	15	135982816	136206334
ENSOCUG00000015368	15	139011054	139027867
ENSOCUG00000015483	15	97154441	97159847
ENSOCUG00000015661	15	27838721	27852353
ENSOCUG00000015667	15	27898846	28019114
ENSOCUG00000015677	15	28041490	28087602
ENSOCUG00000015684	15	28076496	28152938
ENSOCUG00000015698	15	49804982	49840584
ENSOCUG00000015764	15	17102713	17149898
ENSOCUG00000015771	15	140711228	140736715
ENSOCUG00000015774	15	17154157	17163669
ENSOCUG00000015783	15	17186884	17188169
ENSOCUG00000015785	15	140737573	140799972
ENSOCUG00000015790	15	20477190	20485597
ENSOCUG00000015818	15	4106844	4112886
ENSOCUG00000015837	15	32805129	32821490
ENSOCUG00000015841	15	32821589	32848994
ENSOCUG00000015847	15	82888026	83027484
ENSOCUG00000015850	15	32852874	32889791
ENSOCUG00000015863	15	10770190	10780142
ENSOCUG00000015867	15	83030280	83177757
ENSOCUG00000015909	15	22484149	22495504
ENSOCUG00000015920	15	22509774	22522174
ENSOCUG00000015935	15	16946024	16971140
ENSOCUG00000015943	15	22550372	22700445
ENSOCUG00000015961	15	17013509	17040696
ENSOCUG00000016057	15	58268063	58272275
ENSOCUG00000016088	15	30694943	30725485
ENSOCUG00000016091	15	104784725	104785186
ENSOCUG00000016093	15	30986324	31101033
ENSOCUG00000016109	15	43282583	43339445
ENSOCUG00000016114	15	31121622	31191286
ENSOCUG00000016138	15	31192469	31197128
ENSOCUG00000016141	15	118135692	118142149
ENSOCUG00000016145	15	31217355	31221924
ENSOCUG00000016146	15	3367720	3498857
ENSOCUG00000016189	15	136227979	136273841
ENSOCUG00000016195	15	136273885	136364423
ENSOCUG00000016206	15	74042337	74064023
ENSOCUG00000016211	15	136372159	136676563
ENSOCUG00000016215	15	74066047	74130163
ENSOCUG00000016241	15	110541571	110547834
ENSOCUG00000016248	15	10255622	10321660
ENSOCUG00000016298	15	68856277	68977281
ENSOCUG00000016322	15	40710276	40721669
ENSOCUG00000016387	15	56693010	56708375
ENSOCUG00000016390	15	148923377	148936788
ENSOCUG00000016393	15	67564414	67634720
ENSOCUG00000016394	15	148947822	148991702
ENSOCUG00000016411	15	129979	172883
ENSOCUG00000016425	15	176636	201311
ENSOCUG00000016478	15	110005882	110095050
ENSOCUG00000016489	15	110057819	110063677
ENSOCUG00000016495	15	110099764	110176348
ENSOCUG00000016504	15	96328356	96556651
ENSOCUG00000016550	15	65066189	65429591
ENSOCUG00000016568	15	95468598	95472020
ENSOCUG00000016731	15	12243911	12244310
ENSOCUG00000016742	15	43462976	43568065
ENSOCUG00000016780	15	34937626	35266251
ENSOCUG00000016785	15	57149002	57156770
ENSOCUG00000016788	15	35421758	35456530
ENSOCUG00000016848	15	39362462	39363697
ENSOCUG00000016910	15	65602316	65603623
ENSOCUG00000016923	15	23905562	23930263
ENSOCUG00000016933	15	23961009	23973676
ENSOCUG00000016941	15	23978832	23991824
ENSOCUG00000016953	15	24004849	24023908
ENSOCUG00000016958	15	66589476	66632006
ENSOCUG00000016961	15	56890874	56896020
ENSOCUG00000016963	15	24031767	24043649
ENSOCUG00000017015	15	150129427	150249893
ENSOCUG00000017068	15	8717402	8817529
ENSOCUG00000017136	15	12486999	12571255
ENSOCUG00000017222	15	118069278	118079545
ENSOCUG00000017285	15	125519219	125526213
ENSOCUG00000017291	15	30335280	30393233
ENSOCUG00000017302	15	50065075	50276264
ENSOCUG00000017309	15	30426022	30570451
ENSOCUG00000017377	15	113696145	113844332
ENSOCUG00000017386	15	113845452	113852062
ENSOCUG00000017391	15	113863337	113878668
ENSOCUG00000017399	15	140198803	140229402
ENSOCUG00000017400	15	113900042	113932752
ENSOCUG00000017403	15	140226220	140273442
ENSOCUG00000017407	15	113963252	114050876
ENSOCUG00000017498	15	12619798	12641686
ENSOCUG00000017517	15	71256301	71305556
ENSOCUG00000017522	15	71305182	71349742
ENSOCUG00000017530	15	97336812	97338128
ENSOCUG00000017532	15	97344555	97361180
ENSOCUG00000017625	15	92803264	92804181
ENSOCUG00000017684	15	148781918	148805056
ENSOCUG00000017814	15	118444899	118517172
ENSOCUG00000017865	15	31984926	32046605
ENSOCUG00000017875	15	70583736	71051264
ENSOCUG00000017911	15	10671	62425
ENSOCUG00000017950	15	135563335	135694132
ENSOCUG00000017952	15	135696743	135706393
ENSOCUG00000017961	15	101970093	102020551
ENSOCUG00000017962	15	102047700	102221181
ENSOCUG00000017971	15	101677417	101700069
ENSOCUG00000021056	15	31835002	31863397
ENSOCUG00000021079	15	77291435	77400944
ENSOCUG00000021088	15	22346250	22387131
ENSOCUG00000021115	15	94362875	94376534
ENSOCUG00000021145	15	147865436	147893008
ENSOCUG00000021250	15	87965743	88034450
ENSOCUG00000021318	15	47605830	47606275
ENSOCUG00000021440	15	6085404	6085973
ENSOCUG00000021507	15	118671873	118672427
ENSOCUG00000021523	15	620986	621381
ENSOCUG00000021569	15	22701786	22707430
ENSOCUG00000021577	15	145613007	145619389
ENSOCUG00000021584	15	58008132	58015240
ENSOCUG00000021673	15	96068206	96068532
ENSOCUG00000021684	15	91026040	91026774
ENSOCUG00000021736	15	32443070	32465741
ENSOCUG00000021766	15	22720731	22732188
ENSOCUG00000021770	15	24713717	24716165
ENSOCUG00000021881	15	127750395	127751078
ENSOCUG00000021908	15	83730861	83731292
ENSOCUG00000022022	15	127677498	127677764
ENSOCUG00000022069	15	108327870	108329273
ENSOCUG00000022126	15	44689554	44723514
ENSOCUG00000022143	15	33240088	33254598
ENSOCUG00000022155	15	65161255	65161725
ENSOCUG00000022211	15	102229915	102232146
ENSOCUG00000022284	15	56659330	56660296
ENSOCUG00000022299	15	90678550	90709265
ENSOCUG00000022330	15	23379864	23394287
ENSOCUG00000022383	15	114660507	114663800
ENSOCUG00000022384	15	5461534	5463569
ENSOCUG00000022425	15	28339564	28340076
ENSOCUG00000022505	15	16978329	16990936
ENSOCUG00000022519	15	57816708	57823500
ENSOCUG00000022846	15	10433485	10439819
ENSOCUG00000022920	15	84510802	84511421
ENSOCUG00000023018	15	16561148	16562284
ENSOCUG00000023069	15	13350536	13351402
ENSOCUG00000023147	15	15320762	15336779
ENSOCUG00000023209	15	58016719	58020662
ENSOCUG00000023213	15	98007700	98008083
ENSOCUG00000023232	15	20415987	20437905
ENSOCUG00000023338	15	125365607	125368291
ENSOCUG00000023367	15	128702768	128703765
ENSOCUG00000023403	15	64100522	64100950
ENSOCUG00000023414	15	140285666	140285753
ENSOCUG00000023452	15	96457910	96458320
ENSOCUG00000023461	15	73853422	73887214
ENSOCUG00000023515	15	38738613	38740667
ENSOCUG00000023531	15	11380839	11597311
ENSOCUG00000023589	15	13223807	13240699
ENSOCUG00000023595	15	24120013	24170069
ENSOCUG00000023653	15	22964662	22965418
ENSOCUG00000023666	15	97423160	97459997
ENSOCUG00000023672	15	153031490	153032343
ENSOCUG00000023850	15	5503059	5505355
ENSOCUG00000023853	15	71892159	71930525
ENSOCUG00000023866	15	146854509	146866665
ENSOCUG00000023901	15	152660062	152660349
ENSOCUG00000023959	15	122561948	122562939
ENSOCUG00000023976	15	21690578	21702175
ENSOCUG00000023996	15	5427464	5434604
ENSOCUG00000024002	15	36354511	36354762
ENSOCUG00000024103	15	140813563	140814108
ENSOCUG00000024173	15	20129935	20130243
ENSOCUG00000024250	15	53341894	53349512
ENSOCUG00000024287	15	47118113	47119311
ENSOCUG00000024295	15	141116774	141122075
ENSOCUG00000024304	15	14795227	14928401
ENSOCUG00000024368	15	36384213	36384548
ENSOCUG00000024404	15	71090932	71091414
ENSOCUG00000024407	15	71360293	71360607
ENSOCUG00000024415	15	81763133	81763768
ENSOCUG00000024432	15	32483434	32485004
ENSOCUG00000024471	15	22008532	22177481
ENSOCUG00000024483	15	38437446	38437928
ENSOCUG00000024529	15	100731253	100746620
ENSOCUG00000024576	15	23417893	23431177
ENSOCUG00000024595	15	134984068	135026234
ENSOCUG00000024649	15	34138631	34139473
ENSOCUG00000024677	15	145016460	145018172
ENSOCUG00000024801	15	90597987	90599281
ENSOCUG00000024895	15	93773151	93773664
ENSOCUG00000024912	15	24497613	24497786
ENSOCUG00000024941	15	30230059	30236625
ENSOCUG00000024948	15	100866486	100870135
ENSOCUG00000025001	15	15593649	15674214
ENSOCUG00000025005	15	32052661	32059557
ENSOCUG00000025063	15	38779145	38812703
ENSOCUG00000025074	15	140273563	140279290
ENSOCUG00000025091	15	132708995	132715288
ENSOCUG00000025096	15	30880668	30937011
ENSOCUG00000025135	15	62285325	62285675
ENSOCUG00000025215	15	144103517	144103615
ENSOCUG00000025265	15	57099232	57346656
ENSOCUG00000025271	15	58173629	58174886
ENSOCUG00000025345	15	58102599	58105605
ENSOCUG00000025434	15	148646560	148656302
ENSOCUG00000025439	15	15848353	15848652
ENSOCUG00000025470	15	149606201	149607644
ENSOCUG00000025508	15	23697376	23704237
ENSOCUG00000025532	15	105234712	105235506
ENSOCUG00000025615	15	56611421	56612870
ENSOCUG00000025618	15	57965129	57965554
ENSOCUG00000025631	15	70719107	70719785
ENSOCUG00000025645	15	140119694	140122197
ENSOCUG00000025694	15	100309039	100562052
ENSOCUG00000025743	15	135104796	135135298
ENSOCUG00000026039	15	21712269	21712667
ENSOCUG00000026113	15	139769680	139904177
ENSOCUG00000026152	15	57966759	57975318
ENSOCUG00000026204	15	18075622	18076104
ENSOCUG00000026247	15	74055048	74057028
ENSOCUG00000026311	15	21558268	21585102
ENSOCUG00000026370	15	101544690	101545799
ENSOCUG00000026379	15	140194108	140196317
ENSOCUG00000026424	15	58295552	58300578
ENSOCUG00000026525	15	75800803	75899631
ENSOCUG00000026563	15	21950744	21984090
ENSOCUG00000026709	15	22786806	22792669
ENSOCUG00000026750	15	131100107	131100799
ENSOCUG00000026776	15	495930	496124
ENSOCUG00000026814	15	66798495	66799423
ENSOCUG00000026815	15	65968311	65969195
ENSOCUG00000027106	15	137491031	137519897
ENSOCUG00000027113	15	858336	864864
ENSOCUG00000027163	15	32576802	32578179
ENSOCUG00000027218	15	138160769	138195112
ENSOCUG00000027241	15	35473348	35481987
ENSOCUG00000027257	15	36240827	36254173
ENSOCUG00000027337	15	123553510	123554238
ENSOCUG00000027346	15	37688463	37689189
ENSOCUG00000027622	15	85954174	85968395
ENSOCUG00000027661	15	57041280	57044158
ENSOCUG00000027670	15	148660964	148661155
ENSOCUG00000027790	15	53731739	53763881
ENSOCUG00000027841	15	23438840	23451012
ENSOCUG00000027927	15	109187863	109188751
ENSOCUG00000027945	15	412240	412605
ENSOCUG00000028024	15	32509404	32510666
ENSOCUG00000028110	15	77615295	77616862
ENSOCUG00000028126	15	26087611	26109597
ENSOCUG00000028133	15	15854494	15858877
ENSOCUG00000028224	15	73591050	73592186
ENSOCUG00000028231	15	67966425	67967793
ENSOCUG00000028994	15	106739808	106770988
ENSOCUG00000029156	15	27717855	27812666
ENSOCUG00000029166	15	63586222	63609756
ENSOCUG00000029192	15	137663812	137664946
ENSOCUG00000029222	15	14939621	15026941
ENSOCUG00000029231	15	53900126	53994077
ENSOCUG00000029233	15	77164397	77239867
ENSOCUG00000029323	15	22917510	23081078
ENSOCUG00000029325	15	141838434	141839795
ENSOCUG00000029351	15	30287304	30293638
ENSOCUG00000029353	15	15852661	15853791
ENSOCUG00000029376	15	115774415	115776610
ENSOCUG00000029377	15	18328453	18331653
ENSOCUG00000029378	15	58734154	58747234
ENSOCUG00000029383	15	123987943	123989109
ENSOCUG00000029386	15	102379944	102774820
ENSOCUG00000029448	15	21748885	21800779
ENSOCUG00000029611	15	94496942	94538207
ENSOCUG00000029692	15	133351112	133352474
ENSOCUG00000029695	15	67428441	67455264
ENSOCUG00000029696	15	30163577	30169621
ENSOCUG00000029699	15	57814625	57816086
ENSOCUG00000029730	15	55984519	55985596
ENSOCUG00000000045	16	77922730	77927445
ENSOCUG00000000141	16	79455308	79478002
ENSOCUG00000000187	16	90180057	90191587
ENSOCUG00000000477	16	5660912	5675374
ENSOCUG00000000481	16	5631223	5655707
ENSOCUG00000000488	16	4515658	4522623
ENSOCUG00000000495	16	47203642	47216977
ENSOCUG00000000501	16	36457148	36466469
ENSOCUG00000000528	16	8193970	8198417
ENSOCUG00000000633	16	3455198	3535054
ENSOCUG00000000637	16	3443575	3448377
ENSOCUG00000000641	16	3407565	3419655
ENSOCUG00000000644	16	39240325	39241263
ENSOCUG00000000708	16	11733082	11793489
ENSOCUG00000000726	16	55945158	55945967
ENSOCUG00000000776	16	44015308	44091960
ENSOCUG00000000849	16	6035705	6162057
ENSOCUG00000000850	16	6013703	6027016
ENSOCUG00000000854	16	6018998	6019735
ENSOCUG00000000856	16	6002821	6011583
ENSOCUG00000000881	16	80195724	80493003
ENSOCUG00000000884	16	89930188	90056580
ENSOCUG00000000887	16	44126803	44339285
ENSOCUG00000000907	16	9298583	9339710
ENSOCUG00000000997	16	39550633	39552703
ENSOCUG00000000998	16	39517198	39522058
ENSOCUG00000000999	16	39506620	39516240
ENSOCUG00000001114	16	9395743	9497539
ENSOCUG00000001156	16	37316468	37730050
ENSOCUG00000001157	16	37739049	37742252
ENSOCUG00000001159	16	37757375	37762052
ENSOCUG00000001160	16	37784456	37789327
ENSOCUG00000001251	16	72977654	72978738
ENSOCUG00000001306	16	23027243	23189669
ENSOCUG00000001309	16	22902357	22980061
